1626403,1563066
87471,80046
7563,7020
56004,52687
2228,1966
3341,2911
20122,19933
7469,6921
15200,14103
4681,4083
13064837,12832845
2865,2238
459877,0
47956,17800
7771,7221
9277,9105
4057138,4053660
106532,102436
3487183,3485840
93999,87608
2316,1806
31822,31169
38997,37979
61642,58430
20785,19830
201139,200869
1139,949
52138,49010
38496,37737
68564,65663
5107,4561
7543,6995
1158,968
11584108,11380877
2061,1901
20472,19515
51361,48325
33595,32008
33618681,33613378
195881,190425
21107,20147
18118582,18076934
478032,464120
7563,7021
27409,23679
68272,66005
1678651,1526466
11119513,11115828
779480,778529
3983,3754
90859,86611
3302542,408813
2805707,2791312
149327,141447
2852,2226
2873,2246
139282,139080
5093491,4463532
539145,469984
7673,7125
1752,1563
191390,185397
50418,15980
3040,2796
3366863,2536106
64000,0
970,899
171921,159830
66194,39073
1515,1464
4082896,4082366
27584,19540
1390461,1389330
465105,463703
17034336,16998102
6395,6115
120464,46208
232428,231850
49932,47532
2108168,2105939
64891,63180
5857322,0
88529,85499
90448,83876
1005,932
3090665,3090135
6492,5913
78838,75505
56760,46197
542785,481105
4822,4292
372429,406521
3722386,3720531
2079133,2012764
7640,7093
594299,120496
4658817,4622611
1148,1095
158727,154203
35912,35767
4646,4420
7623,7082
2623460,2616767
1186,1136
1642,1453
364897,364654
94045,7782
37510,36818
38175086,0
16284,16078
20602,19649
290607,285082
9313806,0
29552,24934
533526,0
42199,40988
17380624,14213896
7517,7184
69089,67188
8253,7705
136259,38639
38445,37686
1001115,999830
2383311,2380052
7584,7255
8744,7993
5610,5268
386559,228225
1148176,1148416
1068028,1060648
31485,29020
198084,192639
4045,3759
1209,1157
66885,63648
7502,6955
38480,37721
40309,26550
1947,1744
1626,1435
106558,106489
7039664,6987742
2880,2250
12299,12112
16925,16728
38462,37704
27343468,27331273
1114,1061
4248,4015
221387,215211
7436,6891
7554,7009
7169331,7167911
2950,2252
3922,3695
5028,3109
7443,6896
356541,206523
218672,218420
21475,20843
1234,1185
1630,1440
633113,631175
13169,13006
3365639,3272260
7843,7294
56623,54609
13811,13633
232368,50101
305714,300836
11621,10899
2038,1878
45664,44790
164244,162860
1145,1094
42941,40726
23068,18049
117118585,115108224
1259,1206
33563,32410
3734530,3345851
468206,400862
58799,36724
275236,263097
964,950
12649358,0
297025,283864
197528,0
18719,18534
18679,18493
113883,113864
202292,201502
7445,6897
18310,18097
1595,1407
31901,31248
93800,93678
264640,121618
29417,27498
232237,50684
1619,1430
3877,3742
44476,42306
101222,97364
83681,81018
53229,50166
56160,55890
52874,52482
3190405,3190165
7475,6927
105866,102282
14136,13431
4208,3981
41058,40789
17149,16765
2137,1874
6467,6123
6018793,0
136248,54400
22987,20423
133347,132938
58687,55996
28558,28394
17702,16996
1125,1074
42595,41344
3960,3671
4570,4241
271772,268026
7624,7077
14116830,14113744
7471,6924
137915,97726
12274410,12270406
7947,7400
217775,216347
85254,80173
23635,23365
8108,7559
14928,14415
41295,39477
4796476,4796359
64417,51274
7774,7223
52554,49890
130420,130425
4333,4106
24363,17269
58397,56105
1035,963
1893396,1879775
205516,139919
5428,5336
7536,6990
149596,149577
20551,19590
7480,6931
20925,19969
322101,309034
456514,456621
20495,19542
901,833
2523,2302
293325,280905
1101,1031
970,898
181049,0
2869,2242
777687,764793
223693,0
514252,514330
2105,1883
5093,4506
17358,16956
54103,53376
18164,17982
123818,48030
262144,207549
7655,7108
8151,7607
72390,71614
1141,1091
3570369,3550054
44944,18527
8103,7558
1148,1090
3995,3709
55510,54433
68789,68550
8829591,0
1683327,1681755
12621,12451
70289,65285
314548,308340
2818390,0
67284,65293
56870,54103
64000,0
7603,7056
3527,3436
23154,23004
94502,91794
5779746,5774920
319800,319532
2322500,2310135
112485,112591
16737,16544
50348,50006
3516,3430
75274,72200
362625,358666
150132680,149390720
4274470,0
1859485,298769
96133,95887
47658,37284
181034,177377
3944,3716
4964,4737
13185,12108
29997,29631
67744,64309
66553,61615
7385,6837
95455,7779
7595,7047
233582,51172
65338,38771
349186,200116
173453,173433
5335,4747
1592,1390
21889,21619
64000,0
7565,7017
70145,27241
4035,3746
62624,59494
7648,7101
343787,339948
84412,79471
7615,7069
3212705,3125127
990270,989122
384525,56978
1307,1254
7468,6921
3177,2987
501998,209769
7745,7196
357713,54507
313109,306897
22740,17726
2128,1866
2106,1883
1774,1586
58453,56173
80297,79673
115154,108704
52608,49483
48049,44745
3094,3004
33690,33037
20986,20027
94451,9010
38433,37673
1163,1107
69226,69039
280869,84971
17527,17124
79259,74315
6947271,2492689
3246652,3121002
33931,8105
7994,7447
1194,1141
163404,163139
4518,4307
2261053,2383324
20540,19581
33365,32713
50930,48349
627262,626725
6483,5692
1721107,1718997
7511,6963
259154,247730
465790,465390
15243,14983
1577,1525
55740,55151
20641,19685
3679685,3676433
2179640,0
29721,28909
1149924,1148674
63195,62421
8414436,8381516
18095,17908
22826,20333
7437,6892
76769,73612
5213,4668
276102,275626
355004,336353
21623,21090
429743,407599
867981,864840
1233,1182
2633,2370
1163,1095
2592268,2590970
1910,1701
36248,35916
663599,623662
1645873,1642103
3882,3654
15474,14488
316373,304279
167054,2271
117119842,115108360
111758,106126
6738,6457
289501,277083
621170,305179
423707,423706
3145373,3115944
20793668,20788092
7425,6877
17669,17510
21152,20197
606946,604534
209691,201932
13840,13224
10642155,10633181
3816,3683
59394,56692
7596,7047
3354366,2919200
3596431,3594504
3392203,3391183
3951,3663
7637,7092
2030,1842
1228,1179
1554779,1506418
4167715,3693739
1398963,1390055
1825370,1816979
7409,6859
93649,8088
7951,7407
13007559,13005984
43639,43487
2185,2029
66618,64571
7569,7021
255027,245212
5072415,5057898
91911,90879
127501,126874
231544,225564
2929,2232
22043,20020
2160,1998
62724,60367
79776,78084
38546,37787
400379,0
7725,7177
166397,157164
1600,1412
2362813,2357506
1479,1290
354009,350179
4882071,0
22002,14248
7634,7089
24035,24138
2091,1931
32530,31441
28852,26357
526590,525365
217781,213910
110564,109059
1277,1087
38422,37665
29722,29256
4661,4491
1893,1734
1904552,1903535
1469054,1467391
99551,93889
27058,26822
7615,7069
602527,596317
106340,106217
69813,66947
10237994,10145890
7918483,7910113
130558,62018
250490,246846
160596,154469
250836,245748
4499,4211
1113,1061
16554491,0
14186,12793
45516,42848
107026,104985
61192,57969
7430,6884
332491,46421
7417,6869
1923,1855
130029,51187
77233,72265
7521104,7485151
18804976,18778401
3798,3664
2036,1874
98592,8850
6397,6001
101515,96817
7430,6885
43885,41168
4419,4192
138373,134367
19380,19188
4764906,0
1819745,784651
5472,5382
21526,19034
3274024,3118020
7531,6984
39873,39604
133254,133260
61412,56435
97342,94205
66319,64732
30956,18237
1070,1000
33818,27925
255247,259050
51153,47689
226870,222476
1126,1073
22799,22529
12317,12176
1826075,1825781
10432884,10431029
1420,1230
1949,1793
1445,1394
2959,2263
211979,212391
223996,253463
70694,67654
19129,18895
23222,22951
7469,6925
1522,1470
35466,34161
104277,103402
67103,62136
793823,478575
88332,87474
4274,3945
15161,14499
58411,56128
14959,13545
7569,7027
15971,15550
47964,44497
43250,41036
928904,896957
52696,37917
3020223,3019013
29511,24895
4011,3725
16758,16354
3939,3772
411498,406343
229232,48114
1915,1757
80254,74451
138400,137857
63044,59693
1982149,1952989
1603,1402
2096,1934
8170,7623
17807,17406
23794,16911
45848,42989
498577,498656
231198,227269
7988,7444
174282,156126
33683,25955
1857,1696
15044961,15044554
3787,3753
712324,226827
4824,4293
4045,3759
1109039,1166461
240265,51947
102902,97493
26426,25083
32638,32341
38745,37985
4516864,4473878
75023,72680
13073,12898
153399,152554
20703,19746
1343704,1060725
4243,4033
8875456,8875214
18817,18472
3015,2852
4250,4017
6848088,0
38567,37810
15487,15324
1308848,1299101
1401062,1187893
2159389,2158737
715142,703170
12903643,826725
801207,794900
7897,7352
1104,1034
2662693,2661786
579062,520669
39986,39717
10993,0
7897,7352
4496,4209
101141,42519
55153,51236
48578,45263
7451,6907
42273,36173
133493,133370
301222,291987
213360,206585
86574,80023
4143,3911
86344,85963
23751208,23741361
5234,4690
60967,57763
119167,104341
6139,4892
40245,36759
7697,7150
205556,205164
1181,1123
42656,24992
769678,765857
3044,2904
44467,14540
29663,0
1042,911
1706,1517
987939,968190
14168,13464
8150,7603
20685,19723
8582476,0
64000,0
14546,14360
272782,267196
257865,245773
726163,703840
660791,660255
28021,0
1126,935
14175624,0
6277663,5682731
121638,115912
1445,1376
532461,463080
143266,142119
80701,78486
6445,6101
21204,20242
90137,88146
98672,98666
32081,31428
38459,37700
34878,33896
477927,476950
89476,83238
492939,321906
426800,425296
70497,69731
147813,44621
942133,938002
1572839,1560647
1158424,1155938
86325,82823
3478679,3475942
66836,63984
38403,37643
1120,929
7478,6930
7704,7158
7568,7020
39864,39595
388125,45324
1165,975
27928,25287
59720,54779
4729,4444
20409,19457
83084,45614
879993,879804
2352821,2256808
17597,17304
498360,490735
256013,242406
113827,73532
3970,3680
461502,0
5222452,0
74803,69866
32917,27893
65188,64917
7603,7055
752891,684212
18340,17755
326787,322960
35437,34133
407732,21384
13275,11994
1368,1298
52062,49003
54736,51520
48210,47098
4295702,4284518
62572,58213
2939,2244
38399,37641
52460,47250
37445,34983
193713,63779
20751,19796
345248,339266
119702,119317
256864,245357
814432,53308
138138,131290
25725256,25762231
7325,6778
20638,19675
91575,85135
15542,15150
66248,64264
1567,1514
25484273,23462252
1181,1128
284378,272276
131957,131256
3182139,3181433
1244,1053
27907,25279
1484,1295
27402,26393
7530,6984
137780,133763
38739,37977
319429,315596
33033,31439
2133376,0
69521,66090
67881,65893
38464,37705
38591,37832
21304,21143
1117,1048
515956,511542
7596,7046
7721,7173
12877021,12804864
1245,1193
198558,194170
7999,7450
20739,19781
551289,551157
49692,47025
8065,7518
42055,29115
21087,20130
969,899
6755,5686
682184,677399
86235,81271
5410434,0
763309,223118
253687,253354
9306,8563
97168,96535
10534074,14204810
51848,36534
130887,130867
21578,21308
4219997,4218544
60097,24516
4002,3791
14100,13753
332019,328181
7655,7105
9851,9130
21131,20172
19711,14705
1475,1405
1480,1291
9575,8818
33499,30721
57620,27259
346150,325555
3915080,0
6914,6509
100352,98244
7599,7050
123155,79244
5334624,5331945
169552,169431
6894478,6828666
1190,1137
769120,756820
252599,241177
1154,964
50862,47537
554194,551778
83272,79216
8123,7577
131968,131266
17672936,17662675
1658,1469
2852872,2850306
82088,75765
129794,129739
12370,11252
3535900,3531349
223356,219236
600686,597868
15473,15083
214859,114432
7561,7013
21791,21686
21029,20070
22284,22091
176614,155062
3747181,3442117
123255,116836
7640,7092
676,838
6615,6247
1255604,1243598
1312,1258
292935,292458
2881,2743
7765,7218
4083,3852
728547,270648
189704,61855
21074,20111
20072,19802
38490,37731
4018,3785
213894,211541
40019,29687
10134,9261
252261,240831
66913,63680
52533,50006
32070,24397
24765640,24756539
80551,79764
1132,942
4249,3918
17636,17262
6467315,6460377
7365,6824
7398,6850
15714,15529
45069,39605
509942,508968
14161,13460
2169,2010
39478,38720
56844,56256
3468,1435
20489,19537
181194,0
285809,287028
16662803,16610791
1882,1813
718797,635207
7470,6920
8219,7674
5720,5633
177553,88029
84721,78420
1222,1171
71704,66737
27612677,27562563
34902,32456
30512,29635
266298,254546
7762,7214
109406,103326
2553102,2551328
172063,171163
16105395,16103064
312855,300103
240123,239856
58007,55282
43847,43701
38443,37684
162562,160784
5998,5322
1320,1309
32028,31436
44317,41948
231843,49276
179116,174108
81422,50492
57218,43252
1233085,1227970
20536,19581
88260,82247
7551,7004
181439,176273
39946,11891
7401,6853
1441,1238
16114,15182
2224,1941
1124900,1121655
22188,18843
7803,7252
16838842,16836814
20716,19760
3709608,3395537
1068,1056
294542,282324
1276232,1275994
32489,29984
41240,31056
641656,641016
112498,108958
20354868,4090921
3989,3555
2480011,2405150
711915,711726
5824,5385
7504,6956
7947,7401
21067,20107
117227,44383
1410503,1410230
2457,2298
6385,5989
155891,155575
7588,7043
4347,4061
275584,263471
199212,179613
7727,7180
68275,23702
1507,1318
7543,6996
59989,57183
981751,949098
140812,138252
165702,164201
778499,776449
41618,39206
7404,6860
25954,24736
57196,56839
79816,79431
992025,961920
20870,19905
20422,19467
856191,690234
112498091,112312583
36714,32341
21327941,21323989
1007,936
6253,5911
233977,223437
311350,216653
7372,6825
95749,54167
388305,379840
66966,64699
107824,107777
22047,21777
4215,4045
7497,6948
81023,75366
7481,6931
5580933,5290039
104434,101954
1698,1509
271872,271065
38691,37930
224371,213878
131976,131275
426004,0
1562,1373
7532,6982
8017,7470
79345,79237
76548,49215
8099,7555
51935,37209
8343792,8334363
2078,1765
6904384,0
1927582,1927119
20204,17748
3607435,3604561
39886,39724
21012,20052
57980,39097
7533,6986
2065,1840
66534,66265
296304,267393
117578,112111
5632,5102
808163,807358
10989,0
7701,7155
345469,0
2449,2290
7634,7087
974,960
1147762,1147495
57954,27490
133285,133238
727100,679371
83315,78305
607029,606537
1699,1647
601448,600538
314521,311222
86999,81218
1033,1020
28104957,0
9098,7932
6260,5980
38366,38096
2719,2530
4318,3991
350900,196547
18433,18173
91251,80964
19132,14049
6329,5699
118244,117858
14346641,14339362
1568,1379
2845725,0
51564,50259
98179,9713
440235,437185
7667,7117
2123,1862
3810,3676
5752982,5749938
509690,507541
20836,19882
18873,18668
63321,61386
3236737,3218735
50344,35559
2320,2037
1319,1128
897288,881179
20901,19942
15039,14610
1041437,1040287
38428,37671
58518627,0
32497,26546
64266,62722
5411821,5311403
13667,12644
41711,41553
54175,54158
43951,42728
5452,4693
95831,86035
7602,7059
3903771,3600778
145934,139545
1917865,358964
11574,11297
57348,55543
7717,7170
6445,6101
38566,37805
5982689,5981650
67024,63077
1438,1387
43493,40040
389040,388725
56697,54481
129762,129111
65998,64012
21197,20237
7797,7248
64000,0
15652,15031
105607,78303
7740,7195
34863902,35167072
15920,15642
81818,0
2778299,2697709
7786,7237
27961,20837
4726,4494
59621,58822
7619,7073
14257,13994
18005,16759
7635,7091
478424,204079
284165,283742
96315,95927
256332,245149
1573860,1516838
35426,33884
56591,18563
2071,1910
11879,11672
938116,0
6258,5916
3548452,3546089
118541,118489
1547,1358
328344,324516
3780847,3763153
8104,7559
2006,1851
541084,539629
2226906,2220945
38503,37746
74886,74649
27933,25291
71997,71414
1106698,1106775
7758,7211
3615501,417061
31919,28957
100406,94556
20594,19641
7646,7098
1132314,1119154
1106780,1095087
3252973,3100809
8618361,8615795
37445504,37439901
38439,37682
18602,18030
7580,7032
7427871,7381964
55035,52792
39769,40629
60774,55836
1231,1160
11021661,11021712
7323,6992
20652,19687
1003606,771458
95644,9012
90056,39582
605203,604438
4002,3835
964,893
4677229,4670915
7678,7131
3887,3658
4551,4263
70668,0
108763,73472
8554,8142
4919,4633
379941,214462
5425,5334
981751,949017
94534,91867
30998,27264
22807,20336
31804,31587
38401,37641
2950,2251
7628,7085
198018,189013
2145517,2116722
913560,911340
40993,38580
79060,75242
4273,3941
10224150,10220746
4982,4757
7856,7308
1706323,1705336
159922,152003
7472,6921
12651,12479
305722,317681
38420,37661
7475,6928
57086,52147
240807,33287
651809,237609
4497,4210
19521261,19421018
361986,207079
173041,173149
2094196,1798233
41839,29730
16614,16414
7606,7061
4027,3442
4519876,4516176
22303,22033
47706,46030
38410,37651
203107,179424
38406,37647
4195,3861
1579,1390
549689,548682
84992,63759
43608,37856
2112,1884
7687,7141
1463,1412
38747,37986
5654,5429
68841,68842
7349,6802
28731,26102
2314,1804
2307,2083
346786,346651
1632,1442
2324948,2322376
64000,0
44941,42780
7747,7199
21113,20152
7500,6952
39211,28931
306152,0
77661,71326
55192,0
202366,198957
1369,1177
5688,5404
7548,7000
4299,4066
22728290,22358170
181676,168769
9098494,9097348
9166,8992
29204,28960
4802,4562
1399,1332
20664,19704
7355,6811
54977,51662
52800,48305
2701,2440
98296,72058
4060,3849
771320,744421
217970,217671
4311,4101
1550,1361
2356,1846
1757,1568
1050513,1049291
3923964,3895778
5440219,3598367
80846,79981
148306,73856
47934,34255
54629,49653
1499,1310
119816,108166
333257,319572
388711,386708
239158,50694
195544,190006
271214,267235
2275,1994
7692,7147
202967,196760
137939,97660
1180573,1176561
40266,36576
1891869,1891064
217957,214078
42588,42435
1137,947
46907,11344
95819,89521
37888,35587
4017,3731
257184,251956
281391,259078
2109691,2152634
34494,30727
16064,15867
4536431,4534573
657714,671656
24519,23750
85773,82508
102367,99267
54667,52395
7754,7209
41642,41373
4305209,4301935
20531,19575
231992,152965
38433,37673
20265398,20182513
58472,56185
491606,474632
1112,1059
50303,43352
28339,27467
923285,914579
114737,114685
1416,1225
7789,7241
133087,130236
7774,7223
30742,27796
20471,19517
59557,51783
20962,20000
17415,16848
67862,63942
22045850,21928929
1905,1742
2385611,2369443
1880,1719
5942,5429
26815,23692
5788,5478
8160751,7642743
7792,7243
45054,40833
235721,234963
592037,0
67141,62142
2479,2146
35838,29363
32140,31487
101017,99941
7721,7172
55457,53733
94051,8277
3988999,0
87958,81636
21045,20082
7649,7102
3390878,3390235
64000,0
23059,22901
384046,0
22794770,22312447
90717,8104
236138,49112
8742158,8595887
82070,80034
62321,56867
501541,342781
7702,7155
13085,9587
668587,667963
228850,214627
7617,7077
6581,6349
37638,27388
7526,6979
1139,1071
277660,277420
68437,65548
222493,222027
69760,69490
566338,565106
158882,122766
2748187,1392399
1301,1245
310809,306982
138285,133010
157523,151151
5536,4776
6248,5964
30475,27128
778249,769285
6573299,0
37683,12356
257243,245477
129798,52865
49966,47401
2322,2163
162815,162260
18051,17607
62639,60944
298383,284957
403584,398969
7795,7248
80064,74281
43671,40354
5413874,5411878
2687055,418232
48541,45862
4095,3770
9419160,0
7554,7007
79044,78188
5264449,5254711
530779,509983
77361729,77309937
6326518,5278845
578998,576585
63971,63701
19354,19176
122507,102496
3956332,3931816
4442,4157
4170,3942
267218,0
58753,56020
7569,7023
267067,267109
2251,2063
1213,1166
66340,64758
55500,54837
12964,12597
1325959,1309308
27239,27093
1491,1441
7986,7442
13908,13549
7804,7258
298681,273419
42111,16403
104776,88123
7668,7118
32517,29981
259253,250056
644391,620024
71361,66396
1140,1089
641818,640682
130558,62018
2423971,2408227
7898,7354
4979356,4972844
196707,178025
3812,3678
7914,7366
48306299,48286870
124604,0
38558,37799
8307,7758
122993,106970
2158,1997
20563,19609
7369,6823
314686,13837
521828,455137
1555,1366
2789,2562
67926,65877
7619,7074
89210,69671
1786,1598
22405,19019
3944,3717
231309,229198
4199,3965
7548,7001
628049,670520
66565,64575
54524,52258
27077272,27066176
49954,49025
18390,17302
67540,22869
334373,332927
2106,1846
9702546,0
20880,19925
5632564,5632232
317629,205770
2633,0
69385,66355
333076,329237
67859,65798
135352,129272
1226,1036
616107,461333
70053,66217
20559,19610
38396,37636
115997,112343
96452,8979
7481,6933
2952,2254
1420,1230
4301797,4192127
241184,237182
214666,74655
1291694,1282880
47111,45537
336505,345308
21508,19336
6729,6259
4426851,4403091
283712,241459
1230,1177
5458,5174
119267,47001
1744221,0
21380915,21354734
17416,17228
67665,61217
493090,488533
66751,64464
21146,20181
7288,6957
8160,7614
38462,37703
29784,26951
269004,256570
110910,106203
4569,4283
44402,44405
17160,17187
12279448,12276144
8141,7595
52521,49851
145016,139313
38429,37670
4444,4162
6582173,0
326071,322240
16993,15733
5249003,5245053
836500,686810
226690,217240
15510716,15507954
30297,21815
4457086,4309228
2149765,2149480
75038,72699
62490,57548
8088,7540
7827,7280
1024,953
15331,15024
7951,7404
92200,86915
8097,7548
75138,70199
1214,1161
5619,5277
3273957,3118849
2944475,0
167325,2399
124708,48015
866882,864481
2289354,2287565
4144,3858
45817,42959
67308,65319
45072,43769
52222,47164
1286,1230
7942,7396
2770135,2769025
1871,1711
96730,90285
86945,86925
112968,112949
14058,13795
52247,47771
1112,1056
8034,7489
20253,19296
61725,58559
735135,733931
5515,5426
8073,7528
7399,6851
41139,39973
3890,3661
1992,1835
43575,42830
7633,7087
83222,78289
8661,8311
607807,606884
1215,1163
777248,764385
245840,245571
7781,7231
1948,1792
2260,2052
1731,1542
52736,49500
8863764,8862767
7818620,7807575
79197,75316
1334,1144
585973,586051
328360,37839
24740,23453
2443041,2433647
93605,8798
5119,4834
242868,168728
4244,3921
7917,7374
185338,183407
370092,199219
1604,1403
3344333,3319101
135451,53840
139892,139649
7892,7346
7615,7069
112794,112662
77046,73687
4548934,4548696
10107141,10015004
25661,16962
1796278,1785817
122636,109268
30995,30778
612382,597100
3951,3723
17768316,17765982
7507,6959
47324,46732
51134,46956
90272,90023
7904,7359
114705,112080
4140,3808
1465,1275
7602,7054
1841,1653
40123,30002
56113,30521
264411,257614
7790,7243
79384,73714
7430,6884
278771,276641
306265,298767
1295004,1187043
7457,7127
3995,3709
64000,0
2857016,2843490
1236,1186
4177342,4175454
20506,19551
4436,4150
57132,54452
46410,43815
7883,7337
65926,64341
1624863,1621115
3887,3658
14666,14483
43487,40590
3381410,3374151
114914,90704
1367,1308
25896332,25433848
2913545,0
7566,7019
118846,118150
67668,63293
31856,30801
66611,65026
49128,46412
334027,333216
15081,14547
39243,0
965705,844136
239298,51083
4769443,4767941
2099,1941
49327,35215
260771,247140
15511735,15249158
1409863,1408837
1136991,1134164
1579,1527
4208,3920
1167,1098
157770,152251
546540,540371
6874534,6331762
234186,224167
5215723,3019833
7953,7408
1660203,1640580
29025,28146
4337,4050
6118,5434
405069,283631
30751,26735
5711,5487
4047282,4046748
5221180,0
1504,1314
20525,19571
1962,1910
197338,197094
2959,2259
7810,7267
56687,52766
45701,15535
64000,0
4880,4333
47954,20783
6609067,6600638
1640,1589
262555,232827
780191,770948
2615,2455
1857,1669
3309411,3307439
67293,67024
791503,783930
27523,23776
309015,286820
65707,60732
167241,2364
230449,226130
107091,101089
1994,1833
43156,40617
26747,21983
3061968,2986703
59239,56694
40549691,40543465
207212,203404
1165908,1163339
318716,19235
53398,51256
21250,20291
35653,35513
93394,93271
74673,72346
2128,1866
8193,7648
7398,6853
93425,7638
18285,18174
16987,17009
38443,37684
58262,57992
3987,3761
285743,273320
141038,136799
6897143,6895692
9040,8338
20569,19617
21178,20217
34502,34501
787004,785777
275048,263295
440235,437185
26156,25885
59937,57200
7549,6999
121060,46724
1164,1110
21354,21084
12587182,12578291
8760572,8754835
7482,6936
1949,1793
1985,1826
2153,1965
9556994,9555859
19251156,19235935
2350,2162
17954,17749
4057,3454
49789,48759
73194,68209
20835,19876
4402,4169
50045,47121
7447,6900
7894,7346
16491978,15948055
2057,1901
59093,37930
574120,540926
4191495,0
267925,267963
1189,1119
2833194,0
872956,0
1748,1692
323893,323623
20563,19611
248175,237038
330755,251628
39404,38643
1327119,1320780
87638,81847
23528,20336
7053419,7047087
14704,14523
102139,74854
76638,71700
2128,1968
38587,37828
35863,33647
252985,0
2322056,1575890
7554,7009
8698893,8676087
1716,1527
38487,37728
439615,439483
1529,1341
20844,19888
12212,12006
84666,84774
4569,4283
1841908,1841666
7803,7255
27209,26990
64000,0
79636,75856
7474,7155
57989,54419
95658,8409
4171,3232
1125689,1118827
7554,7006
3235673,3123386
1939,793
79692,79570
16097,15900
7732,7184
687818,195618
7479,6931
5202,4917
17196939,17159454
24717,20151
18196,17998
45833,45384
2079,1924
48209,47095
3294775,3190085
50219,47659
114583,102729
131913,131521
134474,103704
664159,654252
51836,50041
10588,10399
565957,565318
874620,668765
83388,79567
28033086,27864547
122912,105326
101083,98075
1282,1092
91642,85339
54996,53227
1913,1704
239775,49972
493066,463607
21763,15159
43065,42914
6300,6020
293737,281324
36121,29642
7671,7122
38210,27937
19541,19192
35357,31279
14171,13469
1496773,1479028
208166,215072
61127,58412
1534,1346
219124,218460
7476,6926
563747,319229
5269137,5269245
7948,7402
340153,329967
22893,22788
1742048,0
89949,88856
37306,36685
197927,191812
1587,1385
43275,41059
6334,6181
81936,81437
27344,27073
2341065,2100495
4240622,4226565
1462,1272
7855,7306
435824,409226
521149,463462
103326,100207
310539,0
52183,49662
38227,0
8093394,8074127
978,964
20160,19974
80651,78617
58865,57537
39519,38761
1821,1632
38452,37695
7737922,7252660
134337,132273
100377,95487
53693,49609
20831,19877
45314,42626
22620990,0
942677,942139
1875,1667
61127,19695
341817,337885
21070,20533
50866,47544
326163,324082
2118,1930
90263,83669
2316,2263
98528,72273
60456,60164
15850,15481
9785045,9773765
4192,3856
647078,646140
4639,4108
3531180,3524495
31073,26465
43555,43464
29507,24889
39761,39492
85283,0
4110,3942
7439,7113
7521,6975
9047897,8771697
69940,58109
4870407,4868550
1003,932
54496,51096
339122,335296
8031,7481
16487549,16484014
46509,43653
341815,341417
7827,7281
7716,7171
2009,1778
1507892,1507622
7413,6865
662455,39058
3051236,3025053
5660009,5625752
491379,443230
88405,83434
7838,7290
1236,1188
351381,329487
12589332,12580455
40726,26977
809874,793061
302512,88900
7791,7243
1531,1479
15436,15270
15707,15479
39132391,0
35812,32570
7653,7103
137166,107434
22673,19990
31046,30804
7997,7448
726119,720385
15626991,15624402
23248,23061
39156,38393
259893,248405
99422,94403
1802914,1802782
30885,30739
85740,81904
150878,145206
14088449,14070910
892530,892341
9126,8407
1351,1161
131847,125022
131605,117772
16115,15942
12438471,12437037
477596,458424
7538,6989
83670,83516
2742191,2741519
1181,1129
11892,11707
7443,6897
1904714,1904524
11938033,11355474
274760,269675
61445,52087
16329,16163
1079,1008
